"Month","Company","Price","Volume"
1990-02-01,"Apple",0.235334604978561,117073600
1990-03-01,"Apple",0.240481600165367,203896000
1990-04-01,"Apple",0.282609462738037,148769600
1990-05-01,"Apple",0.278221428394318,163609600
1990-06-01,"Apple",0.286913633346558,157236800
1990-07-01,"Apple",0.309796392917633,135408000
1990-08-01,"Apple",0.298355132341385,93508800
1990-09-01,"Apple",0.26129812002182,82745600
1990-10-01,"Apple",0.215394124388695,155657600
1990-11-01,"Apple",0.215394124388695,90652800
1990-12-01,"Apple",0.270143359899521,165401600
1991-01-01,"Apple",0.308228969573975,154985600
1991-02-01,"Apple",0.395029067993164,444550400
1991-03-01,"Apple",0.410061359405518,126134400
1991-04-01,"Apple",0.486393243074417,117924800
1991-05-01,"Apple",0.335504770278931,1868372800
1991-06-01,"Apple",0.350600868463516,220068800
1991-07-01,"Apple",0.302548736333847,194824000
1991-08-01,"Apple",0.34971097111702,448425600
1991-09-01,"Apple",0.37458074092865,68376000
1991-10-01,"Apple",0.362094908952713,131376000
1991-11-01,"Apple",0.363878339529037,201264000
1991-12-01,"Apple",0.370117962360382,118899200
1992-01-01,"Apple",0.425545811653137,233632000
1992-02-01,"Apple",0.470246404409409,158132800
1992-03-01,"Apple",0.481873214244843,89252800
1992-04-01,"Apple",0.422759294509888,159656000
1992-05-01,"Apple",0.424550533294678,134377600
1992-06-01,"Apple",0.412839949131012,248046400
1992-07-01,"Apple",0.351811289787292,143528000
1992-08-01,"Apple",0.32847672700882,68544000
1992-09-01,"Apple",0.334759414196014,60289600
1992-10-01,"Apple",0.318560808897018,122729600
1992-11-01,"Apple",0.376154184341431,170094400
1992-12-01,"Apple",0.420240700244904,130144000
1993-01-01,"Apple",0.420240700244904,129136000
1993-02-01,"Apple",0.441884249448776,240553600
1993-03-01,"Apple",0.385006070137024,119302400
1993-04-01,"Apple",0.374161541461945,108203200
1993-05-01,"Apple",0.375065386295319,65184000
1993-06-01,"Apple",0.412981420755386,135072000
1993-07-01,"Apple",0.27532097697258,218164800
1993-08-01,"Apple",0.20649029314518,216305600
1993-09-01,"Apple",0.190116122364998,225568000
1993-10-01,"Apple",0.165555655956268,335988800
1993-11-01,"Apple",0.229230895638466,105974400
1993-12-01,"Apple",0.230054587125778,111216000
1994-01-01,"Apple",0.218186631798744,181529600
1994-02-01,"Apple",0.242835283279419,156721600
1994-03-01,"Apple",0.265696942806244,211870400
1994-04-01,"Apple",0.243707925081253,168302400
1994-05-01,"Apple",0.227216720581055,123222400
1994-06-01,"Apple",0.207877635955811,385761600
1994-07-01,"Apple",0.189481720328331,179278400
1994-08-01,"Apple",0.245590090751648,229275200
1994-09-01,"Apple",0.258439749479294,204288000
1994-10-01,"Apple",0.24459482729435,129595200
1994-11-01,"Apple",0.318435043096542,218097600
1994-12-01,"Apple",0.268012344837189,309321600
1995-01-01,"Apple",0.284213185310364,103868800
1995-02-01,"Apple",0.297173947095871,158368000
1995-03-01,"Apple",0.297062754631042,224448000
1995-04-01,"Apple",0.263642728328705,154302400
1995-05-01,"Apple",0.284066259860992,177956800
1995-06-01,"Apple",0.314176976680756,186726400
1995-07-01,"Apple",0.349551141262054,39390400
1995-08-01,"Apple",0.323951572179794,210918400
1995-09-01,"Apple",0.320635586977005,98380800
1995-10-01,"Apple",0.280964732170105,3.92e+08
1995-11-01,"Apple",0.273496806621552,193233600
1995-12-01,"Apple",0.281840026378632,204209600
1996-01-01,"Apple",0.240640088915825,139294400
1996-02-01,"Apple",0.212549924850464,333043200
1996-03-01,"Apple",0.201313629746437,231134400
1996-04-01,"Apple",0.191014528274536,158636800
1996-05-01,"Apple",0.182587131857872,112705600
1996-06-01,"Apple",0.185395926237106,125462400
1996-07-01,"Apple",0.161050871014595,131980800
1996-08-01,"Apple",0.159178361296654,110163200
1996-09-01,"Apple",0.180714532732964,68297600
1996-10-01,"Apple",0.184459671378136,539246400
1996-11-01,"Apple",0.181650817394257,211332800
1996-12-01,"Apple",0.18820483982563,174977600
1997-01-01,"Apple",0.157305791974068,143113600
1997-02-01,"Apple",0.122192591428757,368110400
1997-03-01,"Apple",0.120788171887398,130457600
1997-04-01,"Apple",0.131088137626648,220259200
1997-05-01,"Apple",0.127343073487282,72340800
1997-06-01,"Apple",0.126874834299088,41585600
1997-07-01,"Apple",0.0987847000360489,450676800
1997-08-01,"Apple",0.143728837370872,481913600
1997-09-01,"Apple",0.167605727910995,186043200
1997-10-01,"Apple",0.16128496825695,130468800
1997-11-01,"Apple",0.130151882767677,126011200
1997-12-01,"Apple",0.132960721850395,87236800
1998-01-01,"Apple",0.121724463999271,718110400
1998-02-01,"Apple",0.132492586970329,636742400
1998-03-01,"Apple",0.170414611697197,400444800
1998-04-01,"Apple",0.20599590241909,186883200
1998-05-01,"Apple",0.209741041064262,184072000
1998-06-01,"Apple",0.196632161736488,319692800
1998-07-01,"Apple",0.224254295229912,314115200
1998-08-01,"Apple",0.263112723827362,301761600
1998-09-01,"Apple",0.255622297525406,869075200
1998-10-01,"Apple",0.267325937747955,370216000
1998-11-01,"Apple",0.281840026378632,253769600
1998-12-01,"Apple",0.255622297525406,865737600
1999-01-01,"Apple",0.30899378657341,952884800
1999-02-01,"Apple",0.306652367115021,278913600
1999-03-01,"Apple",0.252812653779984,487827200
1999-04-01,"Apple",0.2701356112957,262057600
1999-05-01,"Apple",0.37126025557518,1470436800
1999-06-01,"Apple",0.335679650306702,461025600
1999-07-01,"Apple",0.339424729347229,149217600
1999-08-01,"Apple",0.417609483003616,362443200
1999-09-01,"Apple",0.514052629470825,788625600
1999-10-01,"Apple",0.462319493293762,614790400
1999-11-01,"Apple",0.581469118595123,278577600
1999-12-01,"Apple",0.772015869617462,618564800
2000-01-01,"Apple",0.838495969772339,535796800
2000-02-01,"Apple",0.750947654247284,318035200
2000-03-01,"Apple",0.976138293743134,1077003200
2000-04-01,"Apple",0.998610973358154,328563200
2000-05-01,"Apple",0.931193947792053,226195200
2000-06-01,"Apple",0.667613506317139,903840000
2000-07-01,"Apple",0.798701643943787,70828800
2000-08-01,"Apple",0.738775014877319,137284000
2000-09-01,"Apple",0.950389981269836,256872000
2000-10-01,"Apple",0.363301634788513,2424788800
2000-11-01,"Apple",0.307120472192764,575366400
2000-12-01,"Apple",0.255622297525406,385705600
2001-01-01,"Apple",0.222849890589714,452312000
2001-02-01,"Apple",0.316484093666077,369695200
2001-03-01,"Apple",0.280902653932571,330461600
2001-04-01,"Apple",0.323450863361359,340911200
2001-05-01,"Apple",0.388470590114594,427252000
2001-06-01,"Apple",0.312963902950287,456075200
2001-07-01,"Apple",0.3580581843853,230048000
2001-08-01,"Apple",0.285547375679016,304136000
2001-09-01,"Apple",0.273412585258484,348213600
2001-10-01,"Apple",0.232812613248825,208208000
2001-11-01,"Apple",0.278505980968475,312995200
2001-12-01,"Apple",0.315360724925995,181165600
2002-01-01,"Apple",0.349068641662598,529496800
2002-02-01,"Apple",0.365698546171188,398305600
2002-03-01,"Apple",0.351316303014755,348992000
2002-04-01,"Apple",0.366447776556015,199046400
2002-05-01,"Apple",0.359256327152252,214704000
2002-06-01,"Apple",0.343226164579391,235110400
2002-07-01,"Apple",0.255584597587585,222689600
2002-08-01,"Apple",0.221726506948471,228956000
2002-09-01,"Apple",0.210490226745605,276936800
2002-10-01,"Apple",0.217381432652473,342423200
2002-11-01,"Apple",0.245097622275352,189828800
2002-12-01,"Apple",0.227418780326843,398742400
2003-01-01,"Apple",0.221726506948471,181428800
2003-02-01,"Apple",0.219629019498825,264784800
2003-03-01,"Apple",0.219478830695152,203761600
2003-04-01,"Apple",0.21213798224926,154341600
2003-05-01,"Apple",0.215134784579277,342759200
2003-06-01,"Apple",0.261427074670792,418588800
2003-07-01,"Apple",0.285997062921524,180992000
2003-08-01,"Apple",0.310566931962967,149604000
2003-09-01,"Apple",0.342327505350113,242132800
2003-10-01,"Apple",0.311465412378311,236112800
2003-11-01,"Apple",0.346822023391724,302842400
2003-12-01,"Apple",0.325248897075653,361536000
2004-01-01,"Apple",0.318806350231171,144642400
2004-02-01,"Apple",0.334386795759201,287431200
2004-03-01,"Apple",0.359856098890305,321680800
2004-04-01,"Apple",0.406148433685303,318332000
2004-05-01,"Apple",0.390568107366562,297634400
2004-06-01,"Apple",0.420380622148514,182134400
2004-07-01,"Apple",0.483902782201767,341941600
2004-08-01,"Apple",0.473116278648376,365092000
2004-09-01,"Apple",0.53723680973053,515726400
2004-10-01,"Apple",0.579334914684296,465404800
2004-11-01,"Apple",0.78577995300293,602050400
2004-12-01,"Apple",1.01559615135193,800553600
2005-01-01,"Apple",0.948179662227631,691992000
2005-02-01,"Apple",1.16151559352875,678395200
2005-03-01,"Apple",1.33335387706757,468188000
2005-04-01,"Apple",1.22518706321716,641284000
2005-05-01,"Apple",1.09155249595642,465920000
2005-06-01,"Apple",1.20750939846039,453812800
2005-07-01,"Apple",1.09364926815033,250000800
2005-08-01,"Apple",1.28091895580292,314249600
2005-09-01,"Apple",1.3860889673233,356367200
2005-10-01,"Apple",1.63118612766266,507553200
2005-11-01,"Apple",1.72287225723267,749686000
2005-12-01,"Apple",2.14535093307495,812893200
2006-01-01,"Apple",2.23973417282104,807234400
2006-02-01,"Apple",2.25980949401855,521186400
2006-03-01,"Apple",2.07044363021851,763817600
2006-04-01,"Apple",1.87718212604523,815791200
2006-05-01,"Apple",2.08542513847351,750380400
2006-06-01,"Apple",1.86279988288879,942508000
2006-07-01,"Apple",1.73635649681091,194770800
2006-08-01,"Apple",2.01291489601135,711765600
2006-09-01,"Apple",2.04887104034424,408494800
2006-10-01,"Apple",2.2430305480957,712639200
2006-11-01,"Apple",2.37187147140503,611192400
2006-12-01,"Apple",2.73622250556946,795079600
2007-01-01,"Apple",2.51089978218079,1238319600
2007-02-01,"Apple",2.53906512260437,664342000
2007-03-01,"Apple",2.6085798740387,1415528800
2007-04-01,"Apple",2.80603671073914,501992400
2007-05-01,"Apple",2.9804208278656,532523600
2007-06-01,"Apple",3.54762005805969,885262000
2007-07-01,"Apple",3.63331437110901,994862400
2007-08-01,"Apple",4.04500722885132,1750156800
2007-09-01,"Apple",4.31946611404419,1316842800
2007-10-01,"Apple",4.6844162940979,837068400
2007-11-01,"Apple",5.61626625061035,805036400
2007-12-01,"Apple",5.35918426513672,961469600
2008-01-01,"Apple",5.8379921913147,1079178800
2008-02-01,"Apple",4.00755214691162,1010744000
2008-03-01,"Apple",3.64739561080933,1593043200
2008-04-01,"Apple",4.48036861419678,1032567200
2008-05-01,"Apple",5.39334297180176,903576800
2008-06-01,"Apple",5.57611608505249,679840000
2008-07-01,"Apple",5.23393726348877,1111280800
2008-08-01,"Apple",4.69400501251221,544639200
2008-09-01,"Apple",4.97955179214478,780763200
2008-10-01,"Apple",3.2695631980896,1296484000
2008-11-01,"Apple",3.20484375953674,1057938000
2008-12-01,"Apple",2.66461038589478,923767600
2009-01-01,"Apple",2.71914219856262,746015200
2009-02-01,"Apple",2.74191498756409,558247200
2009-03-01,"Apple",2.63494563102722,770929600
2009-04-01,"Apple",3.25667858123779,589372000
2009-05-01,"Apple",3.81249403953552,397516000
2009-06-01,"Apple",4.17534732818604,452499600
2009-07-01,"Apple",4.27961540222168,414178800
2009-08-01,"Apple",4.986741065979,394240000
2009-09-01,"Apple",4.95288467407227,469028000
2009-10-01,"Apple",5.41910934448242,524711600
2009-11-01,"Apple",5.67229604721069,678983200
2009-12-01,"Apple",5.90181493759155,465763200
2010-01-01,"Apple",6.41238498687744,493729600
2010-02-01,"Apple",5.8346962928772,749876400
2010-03-01,"Apple",6.26196908950806,550093600
2010-04-01,"Apple",7.07036924362183,603145200
2010-05-01,"Apple",7.98064947128296,454342000
2010-06-01,"Apple",7.81525087356567,876472800
2010-07-01,"Apple",7.44521045684814,1022896000
2010-08-01,"Apple",7.84581136703491,428055600
2010-09-01,"Apple",7.50063705444336,697037600
2010-10-01,"Apple",8.46514987945557,448142800
2010-11-01,"Apple",9.11414813995361,423889200
2010-12-01,"Apple",9.4802942276001,461750800
2011-01-01,"Apple",9.87491130828857,445138400
2011-02-01,"Apple",10.3381357192993,426633200
2011-03-01,"Apple",10.4663772583008,456136800
2011-04-01,"Apple",10.3240528106689,418661600
2011-05-01,"Apple",10.3755893707275,442713600
2011-06-01,"Apple",10.3525171279907,554682800
2011-07-01,"Apple",10.2850999832153,435313200
2011-08-01,"Apple",11.8878202438354,612836000
2011-09-01,"Apple",11.4168033599854,343725200
2011-10-01,"Apple",11.2241449356079,669099200
2011-11-01,"Apple",11.8806295394897,531790000
2011-12-01,"Apple",11.6235494613647,387181200
2012-01-01,"Apple",12.3216905593872,302220800
2012-02-01,"Apple",13.6688232421875,270046000
2012-03-01,"Apple",16.3139610290527,683270000
2012-04-01,"Apple",18.5360164642334,598351600
2012-05-01,"Apple",17.4423732757568,610999200
2012-06-01,"Apple",16.8089427947998,520987600
2012-07-01,"Apple",17.7536811828613,400092000
2012-08-01,"Apple",18.1818580627441,384501600
2012-09-01,"Apple",20.3109683990479,367892000
2012-10-01,"Apple",19.8421401977539,543594800
2012-11-01,"Apple",17.9508819580078,361298000
2012-12-01,"Apple",17.71999168396,364280000
2013-01-01,"Apple",16.5966777801514,560518000
2013-02-01,"Apple",13.7125215530396,539484400
2013-03-01,"Apple",13.0885581970215,552448400
2013-04-01,"Apple",13.0411252975464,389732000
2013-05-01,"Apple",13.3567314147949,506909200
2013-06-01,"Apple",13.7949743270874,372352400
2013-07-01,"Apple",12.5248031616211,391053600
2013-08-01,"Apple",13.977388381958,206250800
2013-09-01,"Apple",15.0524702072144,331928800
2013-10-01,"Apple",15.033371925354,353883600
2013-11-01,"Apple",16.0214042663574,274890000
2013-12-01,"Apple",17.0817890167236,472544800
2014-01-01,"Apple",17.140661239624,234684800
2014-02-01,"Apple",15.5416574478149,401464000
2014-03-01,"Apple",16.4523849487305,238781200
2014-04-01,"Apple",16.8853874206543,200760000
2014-05-01,"Apple",18.4387855529785,244048000
2014-06-01,"Apple",19.7069873809814,369350800
2014-07-01,"Apple",20.5217208862305,152892000
2014-08-01,"Apple",21.094446182251,194044000
2014-09-01,"Apple",22.7805614471436,214256000
2014-10-01,"Apple",21.8719959259033,205965200
2014-11-01,"Apple",24.1257839202881,209130400
2014-12-01,"Apple",25.4862155914307,335256000
2015-01-01,"Apple",24.2148971557617,212818400
2015-02-01,"Apple",26.2746982574463,250956400
2015-03-01,"Apple",28.7042694091797,192386800
2015-04-01,"Apple",27.6280460357666,162485600
2015-05-01,"Apple",28.6731338500977,234050400
2015-06-01,"Apple",29.1479301452637,128451200
2015-07-01,"Apple",28.2681827545166,120955200
2015-08-01,"Apple",26.4461555480957,279904000
2015-09-01,"Apple",24.1613807678223,307383600
2015-10-01,"Apple",24.5785808563232,255716400
2015-11-01,"Apple",27.18044090271,128813200
2015-12-01,"Apple",26.4317970275879,139409600
2016-01-01,"Apple",23.7309474945068,270597600
2016-02-01,"Apple",21.721643447876,163774000
2016-03-01,"Apple",22.7680816650391,201628400
2016-04-01,"Apple",24.9105854034424,103496000
2016-05-01,"Apple",21.2076282501221,192640400
2016-06-01,"Apple",22.4350357055664,116693200
2016-07-01,"Apple",21.8494358062744,104106000
2016-08-01,"Apple",24.1644878387451,152671600
2016-09-01,"Apple",24.4511737823486,106806000
2016-10-01,"Apple",25.7776279449463,86807200
2016-11-01,"Apple",25.5416641235352,175303200
2016-12-01,"Apple",25.2122592926025,148347600
2017-01-01,"Apple",26.7458477020264,115127600
2017-02-01,"Apple",29.6472587585449,447940000
2017-03-01,"Apple",32.3290023803711,145658400
2017-04-01,"Apple",33.2332611083984,79942800
2017-05-01,"Apple",33.8993110656738,134411600
2017-06-01,"Apple",35.571907043457,65616400
2017-07-01,"Apple",33.3239822387695,57111200
2017-08-01,"Apple",34.845043182373,141474400
2017-09-01,"Apple",38.2457809448242,66364400
2017-10-01,"Apple",35.8584747314453,74795200
2017-11-01,"Apple",38.9078788757324,134551200
2017-12-01,"Apple",40.021068572998,159037200
2018-01-01,"Apple",40.3041725158691,102223600
2018-02-01,"Apple",39.2559814453125,188923200
2018-03-01,"Apple",41.112190246582,195208000
2018-04-01,"Apple",39.1576080322266,150347200
2018-05-01,"Apple",39.7261276245117,214277600
2018-06-01,"Apple",44.8648262023926,93770000
2018-07-01,"Apple",44.1431770324707,70925200
2018-08-01,"Apple",47.5203056335449,271742800
2018-09-01,"Apple",54.043643951416,109560400
2018-10-01,"Apple",53.783317565918,94403200
2018-11-01,"Apple",52.5905494689941,233292800
2018-12-01,"Apple",43.8920822143555,163210000
2019-01-01,"Apple",37.5037307739258,148158800
2019-02-01,"Apple",39.5460929870605,130672400
2019-03-01,"Apple",41.731071472168,103544800
2019-04-01,"Apple",45.6115264892578,111448000
2019-05-01,"Apple",50.209888458252,259309200
2019-06-01,"Apple",41.491943359375,161584400
2019-07-01,"Apple",48.2556266784668,109012000
2019-08-01,"Apple",49.9028472900391,216071600
2019-09-01,"Apple",49.4363441467285,80092000
2019-10-01,"Apple",53.9762268066406,139223200
2019-11-01,"Apple",61.4818115234375,151125200
2019-12-01,"Apple",63.6767768859863,94487200
2020-01-01,"Apple",72.4005126953125,135480400
2020-02-01,"Apple",74.4036712646484,173788400
2020-03-01,"Apple",72.2002410888672,341397200
2020-04-01,"Apple",58.2101135253906,176218400
2020-05-01,"Apple",69.846809387207,240616800
2020-06-01,"Apple",77.9778060913086,80791200
2020-07-01,"Apple",88.2165451049805,110737200
2020-08-01,"Apple",105.57349395752,308151200
2020-09-01,"Apple",130.270919799805,151948100
2020-10-01,"Apple",113.387580871582,116120400
2020-11-01,"Apple",105.60124206543,122866900
2020-12-01,"Apple",119.350395202637,127728200
2021-01-01,"Apple",125.856719970703,143301900
2021-02-01,"Apple",130.456848144531,106239800
2021-03-01,"Apple",124.466896057129,116307900
2021-04-01,"Apple",119.80143737793,75089100
2021-05-01,"Apple",129.093383789062,75135100
2021-06-01,"Apple",121.253784179688,67637100
2021-07-01,"Apple",133.927459716797,52485800
2021-08-01,"Apple",141.976547241211,62880000
2021-09-01,"Apple",149.019287109375,80313700
2021-10-01,"Apple",139.384979248047,94639600
2021-11-01,"Apple",145.550598144531,74588300
2021-12-01,"Apple",161.233673095703,152052500
2022-01-01,"Apple",178.10368347168,104487900
2022-02-01,"Apple",170.862457275391,86213900
2022-03-01,"Apple",159.900848388672,83474400
2022-04-01,"Apple",170.786239624023,78751300
2022-05-01,"Apple",154.766754150391,123055300
2022-06-01,"Apple",145.917846679688,74286600
2022-07-01,"Apple",136.32145690918,71051600
2022-08-01,"Apple",158.477493286133,67829400
2022-09-01,"Apple",155.209442138672,74229900
2022-10-01,"Apple",139.969543457031,114311700
2022-11-01,"Apple",148.026733398438,80379300
2022-12-01,"Apple",145.969223022461,71250400
2023-01-01,"Apple",123.09602355957,112117500
2023-02-01,"Apple",143.134704589844,77663600
2023-03-01,"Apple",143.234924316406,55479000
2023-04-01,"Apple",163.79704284668,56976200
2023-05-01,"Apple",167.168228149414,52472900
2023-06-01,"Apple",177.763824462891,68901800
2023-07-01,"Apple",189.974044799805,31458200
2023-08-01,"Apple",193.083374023438,35175100
2023-09-01,"Apple",187.265335083008,45766500
2023-10-01,"Apple",171.737289428711,52164500
2023-11-01,"Apple",171.95475769043,56934900
2023-12-01,"Apple",189.273742675781,45704800
2024-01-01,"Apple",183.73127746582,82488700
2024-02-01,"Apple",184.938766479492,64885400
2024-03-01,"Apple",178.03971862793,73563100
2024-04-01,"Apple",168.496551513672,46240500
2024-05-01,"Apple",167.77311706543,50383100
2024-06-01,"Apple",192.540878295898,50080500
2024-07-01,"Apple",215.086502075195,60402900
2024-08-01,"Apple",216.684143066406,62501000
2024-09-01,"Apple",221.316223144531,50190600
2024-10-01,"Apple",224.733764648438,63285000
2024-11-01,"Apple",221.455291748047,65276700
2024-12-01,"Apple",238.288284301758,48137100
2025-01-01,"Apple",242.525177001953,55740700
2025-02-01,"Apple",226.771224975586,73063300
2025-03-01,"Apple",236.9970703125,47184000
2025-04-01,"Apple",222.221466064453,36412700
2025-05-01,"Apple",212.394302368164,57365700
2025-06-01,"Apple",201.088073730469,35423300
2025-07-01,"Apple",207.189514160156,78788900
2025-08-01,"Apple",201.766006469727,104434500
2025-09-01,"Apple",229.282989501953,44075600
2025-10-01,"Apple",254.96403503418,48713900
2025-11-01,"Apple",268.538146972656,50194600
2025-12-01,"Apple",282.835357666016,46587700
2026-01-01,"Apple",270.756652832031,37838100
2026-02-01,"Apple",269.757598876953,73913400
2026-03-01,"Apple",264.720001220703,41827900
2026-04-01,"Apple",255.630004882812,40059400
1985-01-01,"IBM",9.81504535675049,3650540
1985-02-01,"IBM",11.0013742446899,3474394
1985-03-01,"IBM",11.1111898422241,5786472
1985-04-01,"IBM",10.4774312973022,3517907
1985-05-01,"IBM",10.2729911804199,4748840
1985-06-01,"IBM",10.6526699066162,5271840
1985-07-01,"IBM",10.3020534515381,3723760
1985-08-01,"IBM",10.9310989379883,5690240
1985-09-01,"IBM",10.577693939209,4263496
1985-10-01,"IBM",10.5360870361328,5815760
1985-11-01,"IBM",10.8897180557251,4727920
1985-12-01,"IBM",11.5675745010376,2809556
1986-01-01,"IBM",12.7526426315308,7550446
1986-02-01,"IBM",12.9728870391846,5803626
1986-03-01,"IBM",12.7804174423218,10691375
1986-04-01,"IBM",12.6008596420288,9229904
1986-05-01,"IBM",13.2557258605957,4895280
1986-06-01,"IBM",12.9591665267944,5355520
1986-07-01,"IBM",12.6506195068359,7317816
1986-08-01,"IBM",11.1823377609253,3183187
1986-09-01,"IBM",11.6739416122437,8075120
1986-10-01,"IBM",11.4164295196533,5230000
1986-11-01,"IBM",10.8477468490601,5146320
1986-12-01,"IBM",11.0299816131592,5062640
1987-01-01,"IBM",10.5645275115967,2866040
1987-02-01,"IBM",11.4521265029907,8368000
1987-03-01,"IBM",12.0917701721191,4351360
1987-04-01,"IBM",13.1939992904663,11087600
1987-05-01,"IBM",14.0234146118164,9957920
1987-06-01,"IBM",14.0286359786987,5564720
1987-07-01,"IBM",14.4131374359131,6443360
1987-08-01,"IBM",13.9956884384155,8577200
1987-09-01,"IBM",14.4132061004639,9288480
1987-10-01,"IBM",13.6831350326538,7984746
1987-11-01,"IBM",11.0173015594482,6690216
1987-12-01,"IBM",9.93538475036621,6743353
1988-01-01,"IBM",10.7837982177734,7678058
1988-02-01,"IBM",9.82374954223633,7859226
1988-03-01,"IBM",10.5554151535034,8254195
1988-04-01,"IBM",9.69835948944092,6265958
1988-05-01,"IBM",10.296046257019,4371862
1988-06-01,"IBM",10.3059310913086,9107731
1988-07-01,"IBM",11.5358037948608,4435040
1988-08-01,"IBM",11.5016508102417,4544242
1988-09-01,"IBM",10.1326484680176,6226210
1988-10-01,"IBM",10.5577154159546,4363912
1988-11-01,"IBM",11.3963584899902,5344642
1988-12-01,"IBM",10.9665670394897,3755977
1989-01-01,"IBM",11.221607208252,6041696
1989-02-01,"IBM",12.0215005874634,9072586
1989-03-01,"IBM",11.2124300003052,6274326
1989-04-01,"IBM",10.1484718322754,5359704
1989-05-01,"IBM",10.6044502258301,4930007
1989-06-01,"IBM",10.4016571044922,5863458
1989-07-01,"IBM",10.6144161224365,2563955
1989-08-01,"IBM",10.8389921188354,8334528
1989-09-01,"IBM",11.2180967330933,4392363
1989-10-01,"IBM",10.3818197250366,6463862
1989-11-01,"IBM",9.5574893951416,7556722
1989-12-01,"IBM",9.396409034729,6000693
1990-01-01,"IBM",9.48105907440186,7365514
1990-02-01,"IBM",9.45687294006348,7221166
1990-03-01,"IBM",10.1868324279785,4697377
1990-04-01,"IBM",10.3704833984375,5432087
1990-05-01,"IBM",10.5786304473877,4879381
1990-06-01,"IBM",11.8361558914185,6451728
1990-07-01,"IBM",11.7371053695679,3832544
1990-08-01,"IBM",11.0561542510986,7155895
1990-09-01,"IBM",10.2672472000122,5022892
1990-10-01,"IBM",10.918342590332,7745839
1990-11-01,"IBM",10.7430410385132,5162638
1990-12-01,"IBM",11.4848070144653,6569717
1991-01-01,"IBM",11.3581848144531,4341737
1991-02-01,"IBM",12.8523435592651,8029514
1991-03-01,"IBM",13.3979816436768,7774290
1991-04-01,"IBM",11.4803247451782,5953832
1991-05-01,"IBM",10.6365642547607,8134533
1991-06-01,"IBM",11.008002281189,5530411
1991-07-01,"IBM",10.1801414489746,5625806
1991-08-01,"IBM",10.4776544570923,3778152
1991-09-01,"IBM",10.2643060684204,6938746
1991-10-01,"IBM",10.7487125396729,2938423
1991-11-01,"IBM",10.303581237793,8945392
1991-12-01,"IBM",9.78238296508789,9823195
1992-01-01,"IBM",9.57030010223389,7451286
1992-02-01,"IBM",9.68959140777588,6356751
1992-03-01,"IBM",9.4033727645874,6030818
1992-04-01,"IBM",8.90633773803711,8236622
